fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,2,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,463,DAMAN,IGNOAPS,3323,264,580,880,1599,1175,1794,2024-07-30
2023-2024,2,5,UTTARAKHAND,48,CHAMPAWAT,IGNOAPS,7887,1564,10,6160,153,3639,2343,2024-07-30
2023-2024,2,5,UTTARAKHAND,51,NAINITAL,IGNOAPS,13904,4054,76,9700,74,7740,8603,2024-07-30
2023-2024,2,5,UTTARAKHAND,55,TEHRI GARWAL,IGNOAPS,21166,3439,4,17667,56,5654,2897,2024-07-30
2023-2024,2,6,HARYANA,71,PANIPAT,IGNOAPS,11854,2132,0,6245,3477,8284,5735,2024-07-30
2023-2024,2,6,HARYANA,73,ROHTAK,IGNOAPS,9507,2569,0,5319,1619,6908,4977,2024-07-30
2023-2024,2,7,DELHI,83,SOUTH,IGNOAPS,10491,1,0,10490,0,10478,2369,2024-07-30
2023-2024,2,7,DELHI,84,SOUTH WEST ,IGNOAPS,15138,0,0,15138,0,15110,1690,2024-07-30
2023-2024,2,8,RAJASTHAN,101,HANUMANGARH,IGNOAPS,16084,6699,124,2582,6679,14365,15095,2024-07-30
2023-2024,2,8,RAJASTHAN,102,JAIPUR,IGNOAPS,22858,5332,2096,4006,11424,21449,22440,2024-07-30
2023-2024,2,8,RAJASTHAN,108,KAROULI,IGNOAPS,25859,7165,4958,3801,9935,22253,23824,2024-07-30
2023-2024,2,8,RAJASTHAN,88,BANSWARA,IGNOAPS,73298,2261,66355,1938,2744,61716,61109,2024-07-30
2023-2024,2,8,RAJASTHAN,90,BARMER,IGNOAPS,51527,10030,4099,9635,27763,44941,45270,2024-07-30
2023-2024,2,9,UTTAR PRADESH,119,ALIGARH,IGNOAPS,86187,28003,72,15176,42594,51392,43042,2024-07-30
2023-2024,2,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNOAPS,193342,47017,483,56296,89441,111370,96524,2024-07-30
2023-2024,2,9,UTTAR PRADESH,131,BASTI,IGNOAPS,132624,32492,50,23989,76086,80263,74819,2024-07-30
2023-2024,2,9,UTTAR PRADESH,138,ETAH,IGNOAPS,49614,9408,9,6603,33565,32616,24367,2024-07-30
2023-2024,2,9,UTTAR PRADESH,143,FIROZABAD,IGNOAPS,66840,15255,28,10900,40358,51466,34520,2024-07-30
2023-2024,2,9,UTTAR PRADESH,152,JAUNPUR,IGNOAPS,181519,48629,173,33628,98901,114474,99494,2024-07-30
2023-2024,2,9,UTTAR PRADESH,162,LUCKNOW,IGNOAPS,123704,58539,562,25609,38861,58465,42489,2024-07-30
2023-2024,2,9,UTTAR PRADESH,171,MORADABAD,IGNOAPS,57596,9039,12,22198,26031,31239,22573,2024-07-30
2023-2024,2,9,UTTAR PRADESH,182,SIDDHARTH NAGAR,IGNOAPS,109266,21315,520,28987,58431,63566,50359,2024-07-30
2023-2024,2,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNOAPS,17852,4754,5,3638,9454,9655,7761,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,1,ANANTNAG,IGNOAPS,8127,41,310,7662,114,6248,1223,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,3,BARAMULLA,IGNOAPS,4088,108,36,3852,92,4030,861,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,4,DODA,IGNOAPS,8700,567,417,7589,127,7594,649,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,621,RAMBAN,IGNOAPS,2197,46,116,2035,0,1778,22,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,626,GANDERWAL,IGNOAPS,4324,0,956,1742,1626,3822,1909,2024-07-30
2023-2024,1,1,JAMMU AND KASHMIR,7,KATHUA,IGNOAPS,4471,1560,199,2187,525,3983,6,2024-07-30
2023-2024,1,10,BIHAR,199,JEHANABAD,IGNOAPS,34720,4330,1810,10949,17631,28423,26698,2024-07-30
2023-2024,1,10,BIHAR,202,KHAGARIA,IGNOAPS,54331,5044,650,45801,2836,39617,45170,2024-07-30
2023-2024,1,10,BIHAR,203,KISHANGANJ,IGNOAPS,67016,1671,548,62283,2514,54293,57100,2024-07-30
2023-2024,1,10,BIHAR,208,MUZAFFARPUR,IGNOAPS,226573,43998,406,180237,1932,172991,193091,2024-07-30
2023-2024,1,10,BIHAR,214,PURNIA,IGNOAPS,115254,9843,4679,37450,63282,83661,92621,2024-07-30
2023-2024,1,10,BIHAR,216,SAHARSA,IGNOAPS,81686,11233,281,54118,16054,61730,66250,2024-07-30
2023-2024,1,10,BIHAR,220,SHEOHAR,IGNOAPS,31255,2133,28,28253,841,26806,27272,2024-07-30
2023-2024,1,12,ARUNACHAL PRADESH,234,LOHIT,IGNOAPS,1368,0,1368,0,0,818,0,2024-07-30
2023-2024,1,12,ARUNACHAL PRADESH,239,TIRAP,IGNOAPS,2860,0,2860,0,0,1342,0,2024-07-30
2023-2024,1,12,ARUNACHAL PRADESH,666,LONGDING,IGNOAPS,1063,0,1063,0,0,900,2,2024-07-30
2023-2024,1,13,NAGALAND,246,MOKOKCHUNG,IGNOAPS,7294,3,7291,0,0,451,192,2024-07-30
2023-2024,1,13,NAGALAND,250,WOKHA,IGNOAPS,5839,16,5823,0,0,0,0,2024-07-30
2023-2024,1,14,MANIPUR,257,SENAPATI,IGNOAPS,7891,0,7397,493,1,3711,1,2024-07-30
2023-2024,1,14,MANIPUR,259,THOUBAL,IGNOAPS,8226,374,15,6763,1074,5434,9,2024-07-30
2023-2024,1,15,MIZORAM,262,CHAMPHAI,IGNOAPS,2046,2,2025,19,0,1700,1818,2024-07-30
2023-2024,1,16,TRIPURA,272,WEST TRIPURA,IGNOAPS,22419,2848,7987,8689,2895,12942,170,2024-07-30
2023-2024,1,17,MEGHALAYA,279,WEST KHASI HILLS,IGNOAPS,7228,2,7157,65,4,4406,2262,2024-07-30
2023-2024,1,18,ASSAM,283,DARRANG,IGNOAPS,18952,418,85,16162,2287,10195,9958,2024-07-30
2023-2024,1,18,ASSAM,288,GOLAGHAT,IGNOAPS,22069,496,927,18370,2276,14814,10989,2024-07-30
2023-2024,1,18,ASSAM,292,KARBI ANGLONG,IGNOAPS,15835,990,10027,1874,2944,9224,7782,2024-07-30
2023-2024,1,18,ASSAM,297,NAGAON,IGNOAPS,47363,2814,1147,41282,2120,29286,35614,2024-07-30
2023-2024,1,18,ASSAM,616,BAKSA,IGNOAPS,22796,1696,5666,12678,2756,11762,9586,2024-07-30
2023-2024,1,18,ASSAM,618,KAMRUP METRO,IGNOAPS,6136,551,482,4784,319,3518,4478,2024-07-30
2023-2024,1,19,WEST BENGAL,311,DINAJPUR UTTAR,IGNOAPS,47366,10424,1271,35190,481,45655,43261,2024-07-30
2023-2024,1,19,WEST BENGAL,315,KOLKATA,IGNOAPS,17589,0,0,17588,0,17431,14103,2024-07-30
2023-2024,1,19,WEST BENGAL,321,PURULIA,IGNOAPS,48216,10336,7204,30068,509,46048,41874,2024-07-30
2023-2024,1,19,WEST BENGAL,664,ALIPURDUAR,IGNOAPS,18502,7191,4193,7105,4,17910,17298,2024-07-30
2023-2024,1,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNOAPS,7993,2766,138,3792,1297,3861,0,2024-07-30
2023-2024,1,2,HIMACHAL PRADESH,18,KANGRA,IGNOAPS,22594,5886,1298,9070,6340,7918,0,2024-07-30
2023-2024,1,2,HIMACHAL PRADESH,21,LAHUL AND SPITI,IGNOAPS,355,12,264,79,0,65,0,2024-07-30
2023-2024,1,20,JHARKHAND,324,DEOGHAR,IGNOAPS,38315,5127,695,14775,17718,37999,17880,2024-07-30
2023-2024,1,20,JHARKHAND,326,DUMKA,IGNOAPS,43161,3308,14824,5475,19554,42622,8449,2024-07-30
2023-2024,1,20,JHARKHAND,335,LATEHAR,IGNOAPS,31464,5407,14095,3716,8246,31461,21303,2024-07-30
2023-2024,1,20,JHARKHAND,338,PALAMU,IGNOAPS,77672,21852,5790,17279,32751,75107,17896,2024-07-30
2023-2024,1,20,JHARKHAND,341,SARAIKELA KHARSAWAN,IGNOAPS,37313,2047,11038,4174,20054,37110,25870,2024-07-30
2023-2024,1,20,JHARKHAND,343,WEST SINGHBHUM,IGNOAPS,26930,1303,16570,1142,7915,26059,24587,2024-07-30
2023-2024,1,20,JHARKHAND,606,KHUNTI,IGNOAPS,21716,1301,14734,3238,2443,21591,5665,2024-07-30
2023-2024,1,21,ODISHA,357,JHARSUGUDA,IGNOAPS,16514,2271,4169,7101,2973,16138,11319,2024-07-30
2023-2024,1,21,ODISHA,365,MAYURBHANJ,IGNOAPS,70480,5657,29333,23333,12157,70152,24835,2024-07-30
2023-2024,1,21,ODISHA,371,SAMBALPUR,IGNOAPS,31379,4965,8872,12600,4942,31228,25193,2024-07-30
2023-2024,1,22,CHHATTISGARH,380,JASHPUR,IGNOAPS,24643,1838,13693,4147,4965,21694,11393,2024-07-30
2023-2024,1,22,CHHATTISGARH,383,KORBA,IGNOAPS,27842,1950,11491,8202,6199,24987,2460,2024-07-30
2023-2024,1,22,CHHATTISGARH,385,MAHASAMUND,IGNOAPS,34764,4856,8702,5433,15773,33753,12371,2024-07-30
2023-2024,1,22,CHHATTISGARH,386,RAIGARH,IGNOAPS,36617,3881,9072,11085,12579,35534,10402,2024-07-30
2023-2024,1,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,36287,2263,839,21251,11934,30178,18940,2024-07-30
2023-2024,1,22,CHHATTISGARH,642,SUKMA,IGNOAPS,6397,137,5240,443,577,4992,1158,2024-07-30
2023-2024,1,22,CHHATTISGARH,643,KONDAGAON,IGNOAPS,16169,718,10697,1841,2913,15884,5386,2024-07-30
2023-2024,1,22,CHHATTISGARH,759,KHAIRAGARH CHHUIKHADAN GANDAI,IGNOAPS,8393,724,965,647,6057,8258,4448,2024-07-30
2023-2024,1,22,CHHATTISGARH,762,SAKTI,IGNOAPS,26528,4945,1858,11951,7774,25129,6687,2024-07-30
2023-2024,1,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNOAPS,34364,8050,3526,6194,16594,33218,13473,2024-07-30
2023-2024,1,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,37096,7621,1703,12446,15326,11936,7756,2024-07-30
2023-2024,1,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2023-2024,1,23,MADHYA PRADESH,401,DATIA,IGNOAPS,22467,8940,614,1821,11092,16076,9955,2024-07-30
2023-2024,1,23,MADHYA PRADESH,411,JABALPUR,IGNOAPS,67972,11406,15963,7437,33166,25316,21658,2024-07-30
2023-2024,1,23,MADHYA PRADESH,412,JHABUA,IGNOAPS,38053,709,35947,383,1014,26418,13702,2024-07-30
2023-2024,1,23,MADHYA PRADESH,416,MANDSAUR,IGNOAPS,53784,14421,1419,9212,28732,38195,21642,2024-07-30
2023-2024,1,23,MADHYA PRADESH,419,NEEMUCH,IGNOAPS,24174,5202,2771,3120,13081,9595,7998,2024-07-30
2023-2024,1,23,MADHYA PRADESH,420,PANNA,IGNOAPS,76041,18600,11190,14934,31317,50962,34549,2024-07-30
2023-2024,1,23,MADHYA PRADESH,667,AGAR MALWA,IGNOAPS,17258,5947,679,1911,8721,4723,342,2024-07-30
2023-2024,1,24,GUJARAT,443,BHAVNAGAR,IGNOAPS,17857,1252,68,5203,11313,17175,11721,2024-07-30
2023-2024,1,24,GUJARAT,444,DANG,IGNOAPS,8719,37,7554,1037,91,8613,3122,2024-07-30
2023-2024,1,24,GUJARAT,452,NARMADA,IGNOAPS,46167,1407,36529,5931,2298,40819,12585,2024-07-30
2023-2024,1,24,GUJARAT,459,SURAT,IGNOAPS,22195,657,16640,4510,385,19387,9254,2024-07-30
2023-2024,1,24,GUJARAT,461,VADODARA,IGNOAPS,32792,1509,2074,27394,1768,31988,10634,2024-07-30
2023-2024,1,24,GUJARAT,641,TAPI,IGNOAPS,19580,418,17509,1286,367,19468,19213,2024-07-30
2023-2024,1,27,MAHARASHTRA,468,AMRAVATI,IGNOAPS,60091,2772,4659,51572,1088,37197,6667,2024-07-30
2023-2024,1,27,MAHARASHTRA,473,CHANDRAPUR,IGNOAPS,49955,1340,1519,44026,3070,45182,20495,2024-07-30
2023-2024,1,27,MAHARASHTRA,482,MUMBAI,IGNOAPS,158,15,0,128,15,156,65,2024-07-30
2023-2024,1,27,MAHARASHTRA,485,NANDED,IGNOAPS,28595,2019,128,26001,447,26312,2461,2024-07-30
2023-2024,1,27,MAHARASHTRA,494,SATARA,IGNOAPS,5660,178,22,4634,826,5248,4380,2024-07-30
2023-2024,1,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,26036,1752,229,21924,2131,20538,3921,2024-07-30
2023-2024,1,27,MAHARASHTRA,497,THANE,IGNOAPS,3394,468,523,1642,761,3151,198,2024-07-30
2023-2024,1,28,ANDHRA PRADESH,511,KURNOOL,IGNOAPS,85705,15115,1970,22593,46027,59676,61931,2024-07-30
2023-2024,1,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNOAPS,62201,5454,6892,6809,43046,48575,51544,2024-07-30
2023-2024,1,28,ANDHRA PRADESH,748,Eluru,IGNOAPS,25636,3461,197,11603,10375,25636,25609,2024-07-30
2023-2024,1,28,ANDHRA PRADESH,750,Bapatla,IGNOAPS,19898,799,473,8215,10411,19898,19875,2024-07-30
2023-2024,1,29,KARNATAKA,532,CHIKMAGALUR,IGNOAPS,15000,1703,365,3125,9807,14504,10872,2024-07-30
2023-2024,1,29,KARNATAKA,538,GULBARGA,IGNOAPS,23687,2948,154,2759,17826,21765,16025,2024-07-30
2023-2024,1,29,KARNATAKA,548,TUMKUR,IGNOAPS,41855,3386,1522,17186,19761,41027,35497,2024-07-30
2023-2024,1,29,KARNATAKA,549,UDUPI,IGNOAPS,19113,880,754,599,16880,18851,11969,2024-07-30
2023-2024,1,29,KARNATAKA,635,YADGIR,IGNOAPS,683,60,45,48,530,669,7,2024-07-30
2023-2024,1,3,PUNJAB,28,BATHINDA,IGNOAPS,4689,1092,0,3590,7,3037,3631,2024-07-30
2023-2024,1,3,PUNJAB,36,LUDHIANA,IGNOAPS,7527,202,0,7308,17,3941,6817,2024-07-30
2023-2024,1,3,PUNJAB,43,SANGRUR,IGNOAPS,11185,156,2,10984,43,5838,10358,2024-07-30
2023-2024,1,30,GOA,551,NORTH GOA,IGNOAPS,4361,130,275,2657,1299,4049,14,2024-07-30
2023-2024,1,32,KERALA,554,ALAPPUZHA,IGNOAPS,26783,1258,80,25445,0,26388,14741,2024-07-30
2023-2024,1,32,KERALA,556,IDUKKI,IGNOAPS,27299,4252,1021,22026,0,26874,15498,2024-07-30
2023-2024,1,32,KERALA,557,KANNUR,IGNOAPS,31304,542,221,30541,0,30948,25627,2024-07-30
2023-2024,1,32,KERALA,561,KOZHIKODE,IGNOAPS,30231,1135,110,28986,0,29683,23140,2024-07-30
2023-2024,1,32,KERALA,564,PATHANAMTHITTA,IGNOAPS,20261,2123,152,17986,0,19863,11758,2024-07-30
2023-2024,1,32,KERALA,566,THRISSUR,IGNOAPS,30845,2339,73,28433,0,30167,22040,2024-07-30
2023-2024,1,33,TAMIL NADU,568,CHENNAI,IGNOAPS,43485,7362,7,2042,34074,21064,42397,2024-07-30
2023-2024,1,33,TAMIL NADU,581,PERAMBALUR,IGNOAPS,15454,5512,17,278,9647,14839,15424,2024-07-30
2023-2024,1,33,TAMIL NADU,593,TIRUVANNAMALAI,IGNOAPS,47624,9370,865,18504,18885,41902,42018,2024-07-30
2023-2024,1,36,TELANGANA,508,KARIMNAGAR,IGNOAPS,25109,5534,819,1770,16986,21366,22201,2024-07-30
2023-2024,1,36,TELANGANA,514,NALGONDA,IGNOAPS,33525,6412,3676,2415,21022,30981,26040,2024-07-30
2023-2024,1,36,TELANGANA,680,NIRMAL,IGNOAPS,16439,2944,1799,1201,10495,13726,15303,2024-07-30
2023-2024,1,36,TELANGANA,683,RAJANNA SIRCILLA,IGNOAPS,5606,1307,191,294,3814,4995,5417,2024-07-30
2023-2024,1,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNOAPS,1051,33,7,88,923,257,1,2024-07-30
2023-2024,1,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,2962,9,4925,285,4312,3069,2024-07-30
2023-2024,1,5,UTTARAKHAND,47,CHAMOLI,IGNOAPS,11359,2764,361,8157,77,4060,2074,2024-07-30
2023-2024,1,5,UTTARAKHAND,51,NAINITAL,IGNOAPS,13904,4054,76,9700,74,7740,8603,2024-07-30
2023-2024,1,5,UTTARAKHAND,55,TEHRI GARWAL,IGNOAPS,21166,3439,4,17667,56,5654,2897,2024-07-30
2023-2024,1,5,UTTARAKHAND,57,UTTAR KASHI,IGNOAPS,8891,1900,46,6627,318,2623,6077,2024-07-30
2023-2024,1,6,HARYANA,58,AMBALA,IGNOAPS,13898,4560,0,5501,3837,10385,8079,2024-07-30
2023-2024,1,6,HARYANA,60,FARIDABAD,IGNOAPS,10808,1020,0,6805,2983,9100,7216,2024-07-30
2023-2024,1,6,HARYANA,619,PALWAL,IGNOAPS,10646,2130,0,5205,3311,7779,6966,2024-07-30
2023-2024,1,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14560,2443,0,6492,5625,9106,7928,2024-07-30
2023-2024,1,6,HARYANA,73,ROHTAK,IGNOAPS,9507,2569,0,5319,1619,6908,4977,2024-07-30
2023-2024,1,7,DELHI,77,CENTRAL,IGNOAPS,7206,0,0,7206,0,7192,453,2024-07-30
2023-2024,1,7,DELHI,80,NORTH,IGNOAPS,6973,0,0,6973,0,6968,1210,2024-07-30
2023-2024,1,7,DELHI,84,SOUTH WEST ,IGNOAPS,15166,0,0,15166,0,15140,1695,2024-07-30
2023-2024,1,7,DELHI,85,WEST,IGNOAPS,12766,0,0,12766,0,12755,2968,2024-07-30
2023-2024,1,8,RAJASTHAN,102,JAIPUR,IGNOAPS,22858,5332,2096,4006,11424,21449,22440,2024-07-30
2023-2024,1,8,RAJASTHAN,104,JALORE,IGNOAPS,28711,7814,3979,3603,13315,26461,27449,2024-07-30
2023-2024,1,8,RAJASTHAN,110,NAGAUR,IGNOAPS,20162,7118,99,3372,9573,17830,18316,2024-07-30
2023-2024,1,8,RAJASTHAN,113,SAWAI MADHOPUR,IGNOAPS,11223,2877,1883,1288,5175,10249,10757,2024-07-30
2023-2024,1,8,RAJASTHAN,116,TONK,IGNOAPS,15337,3805,1786,2841,6905,14034,14801,2024-07-30
2023-2024,1,8,RAJASTHAN,90,BARMER,IGNOAPS,51527,10030,4099,9635,27763,44941,45270,2024-07-30
2023-2024,1,8,RAJASTHAN,92,BHILWARA,IGNOAPS,41285,9853,7991,3701,19740,33878,33323,2024-07-30
2023-2024,1,8,RAJASTHAN,93,BIKANER,IGNOAPS,25779,6735,86,7821,11137,21901,23437,2024-07-30
2023-2024,1,9,UTTAR PRADESH,119,ALIGARH,IGNOAPS,86187,28003,72,15176,42594,51392,43042,2024-07-30
2023-2024,1,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNOAPS,193342,47017,483,56296,89441,111370,96524,2024-07-30
2023-2024,1,9,UTTAR PRADESH,123,AZAMGARH,IGNOAPS,137439,40850,357,16490,79738,83333,66879,2024-07-30
2023-2024,1,9,UTTAR PRADESH,124,BAGHPAT,IGNOAPS,47716,6430,26,7891,33326,19406,14291,2024-07-30
2023-2024,1,9,UTTAR PRADESH,125,BAHRAICH,IGNOAPS,114136,16279,258,26056,71497,66962,57632,2024-07-30
2023-2024,1,9,UTTAR PRADESH,128,BANDA,IGNOAPS,80572,22794,43,13171,44536,49547,32537,2024-07-30
2023-2024,1,9,UTTAR PRADESH,130,BAREILLY,IGNOAPS,104052,16576,730,42893,43719,58130,40866,2024-07-30
2023-2024,1,9,UTTAR PRADESH,140,AYODHYA,IGNOAPS,105048,32231,82,19973,52591,64766,58021,2024-07-30
2023-2024,1,9,UTTAR PRADESH,142,FATEHPUR,IGNOAPS,76639,24788,56,14101,37677,53241,45446,2024-07-30
2023-2024,1,9,UTTAR PRADESH,143,FIROZABAD,IGNOAPS,66840,15255,28,10900,40358,51466,34520,2024-07-30
2023-2024,1,9,UTTAR PRADESH,151,JALAUN,IGNOAPS,88745,33153,24,18160,37300,58738,44538,2024-07-30
2023-2024,1,9,UTTAR PRADESH,158,KAUSHAMBI,IGNOAPS,90294,44047,40,13932,32272,60210,48409,2024-07-30
2023-2024,1,9,UTTAR PRADESH,163,MAHAMAYA NAGAR (HATHRAS),IGNOAPS,58437,21566,45,12498,24311,27918,21826,2024-07-30
2023-2024,1,9,UTTAR PRADESH,165,MAHOBA,IGNOAPS,38515,13472,132,5507,19342,22331,13936,2024-07-30
2023-2024,1,9,UTTAR PRADESH,171,MORADABAD,IGNOAPS,57596,9039,12,22198,26031,31239,22573,2024-07-30
2023-2024,1,9,UTTAR PRADESH,172,MUZAFFARNAGAR,IGNOAPS,49191,13300,29,12101,23697,31704,21950,2024-07-30
2023-2024,1,9,UTTAR PRADESH,176,RAMPUR,IGNOAPS,65453,5506,9,30840,28910,38030,27156,2024-07-30
2023-2024,1,9,UTTAR PRADESH,179,SANT RAVIDAS NAGAR,IGNOAPS,63233,17099,192,15675,30181,39806,33270,2024-07-30
2023-2024,1,9,UTTAR PRADESH,181,SHRAVASTI,IGNOAPS,31271,7714,151,6892,16151,19391,12781,2024-07-30
2023-2024,1,9,UTTAR PRADESH,184,SONBHADRA,IGNOAPS,130325,29973,19919,10881,69551,49233,37886,2024-07-30
2023-2024,1,9,UTTAR PRADESH,633,KANSHI RAM NAGAR,IGNOAPS,17852,4754,5,3638,9454,9655,7761,2024-07-30
2023-2024,3,6,HARYANA,68,KURUKSHETRA,IGNOAPS,11314,2998,0,4153,4163,8793,8257,2024-07-30
2023-2024,3,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14560,2443,0,6492,5625,9106,7928,2024-07-30
2023-2024,3,6,HARYANA,701,CHARKI DADRI,IGNOAPS,5447,1491,0,2810,1146,3799,3604,2024-07-30
2023-2024,3,6,HARYANA,72,REWARI,IGNOAPS,9211,2065,0,3572,3574,6287,4576,2024-07-30
2023-2024,3,7,DELHI,671,NORTH WEST- II,IGNOAPS,11925,0,0,11925,0,11923,1021,2024-07-30
2023-2024,3,8,RAJASTHAN,100,GANGANAGAR,IGNOAPS,22647,10794,222,5045,6586,20446,20802,2024-07-30
2023-2024,3,8,RAJASTHAN,102,JAIPUR,IGNOAPS,22858,5332,2096,4006,11424,21449,22440,2024-07-30
2023-2024,3,8,RAJASTHAN,105,JHALAWAR,IGNOAPS,20631,5570,2761,1874,10426,19031,18949,2024-07-30
2023-2024,3,8,RAJASTHAN,90,BARMER,IGNOAPS,51527,10030,4099,9635,27763,44941,45270,2024-07-30
2023-2024,3,8,RAJASTHAN,92,BHILWARA,IGNOAPS,41285,9853,7991,3701,19740,33878,33323,2024-07-30
2023-2024,3,8,RAJASTHAN,93,BIKANER,IGNOAPS,25779,6735,86,7821,11137,21901,23437,2024-07-30
2023-2024,3,8,RAJASTHAN,95,CHITTORGARH,IGNOAPS,21876,5889,5587,2541,7859,16389,17327,2024-07-30
2023-2024,3,8,RAJASTHAN,97,DAUSA,IGNOAPS,19282,5370,4435,2301,7176,17035,18187,2024-07-30
2023-2024,3,8,RAJASTHAN,98,DHOLPUR,IGNOAPS,10371,2330,454,3104,4483,8799,8903,2024-07-30
2023-2024,3,9,UTTAR PRADESH,122,AURAIYA,IGNOAPS,55835,20479,12,10750,24591,24930,20618,2024-07-30
2023-2024,3,9,UTTAR PRADESH,127,BALRAMPUR,IGNOAPS,45975,8434,442,12137,24919,25124,20717,2024-07-30
2023-2024,3,9,UTTAR PRADESH,128,BANDA,IGNOAPS,80572,22794,43,13171,44536,49547,32537,2024-07-30
2023-2024,3,9,UTTAR PRADESH,130,BAREILLY,IGNOAPS,104052,16576,730,42893,43719,58130,40866,2024-07-30
2023-2024,3,9,UTTAR PRADESH,134,BULANDSHAHR,IGNOAPS,57978,15498,23,12237,30179,33374,28028,2024-07-30
2023-2024,3,9,UTTAR PRADESH,140,AYODHYA,IGNOAPS,105048,32231,82,19973,52591,64766,58021,2024-07-30
2023-2024,3,9,UTTAR PRADESH,145,GHAZIABAD,IGNOAPS,18809,5235,11,6429,7108,10181,4148,2024-07-30
2023-2024,3,9,UTTAR PRADESH,148,GORAKHPUR,IGNOAPS,171058,41788,310,18466,110313,105422,84614,2024-07-30
2023-2024,3,9,UTTAR PRADESH,164,MAHARAJGANJ,IGNOAPS,134947,28023,399,17978,86921,91652,64373,2024-07-30
2023-2024,3,9,UTTAR PRADESH,173,PILIBHIT,IGNOAPS,96324,16100,88,25748,54327,62450,57638,2024-07-30
2023-2024,3,9,UTTAR PRADESH,176,RAMPUR,IGNOAPS,65453,5506,9,30840,28910,38030,27156,2024-07-30
2023-2024,3,9,UTTAR PRADESH,181,SHRAVASTI,IGNOAPS,31271,7714,151,6892,16151,19391,12781,2024-07-30
2023-2024,3,9,UTTAR PRADESH,185,SULTANPUR,IGNOAPS,106871,31902,93,27576,47151,68744,62662,2024-07-30
2023-2024,3,9,UTTAR PRADESH,186,UNNAO,IGNOAPS,156176,61110,99,22787,72180,93857,79636,2024-07-30
2023-2024,3,9,UTTAR PRADESH,660,SHAMLI,IGNOAPS,97071,29391,74,22052,45354,59228,54303,2024-07-30
2023-2024,2,1,JAMMU AND KASHMIR,14,UDHAMPUR,IGNOAPS,4819,717,250,3775,77,3517,1444,2024-07-30
2023-2024,2,1,JAMMU AND KASHMIR,625,SHOPIAN,IGNOAPS,1573,0,221,1352,0,1573,1119,2024-07-30
2023-2024,2,10,BIHAR,191,BEGUSARAI,IGNOAPS,96466,19367,654,56403,20042,79433,79898,2024-07-30
2023-2024,2,10,BIHAR,194,BUXAR,IGNOAPS,66681,14325,1132,49368,1856,55280,59425,2024-07-30
2023-2024,2,10,BIHAR,198,JAMUI,IGNOAPS,57172,10492,3642,11990,31048,38497,46771,2024-07-30
2023-2024,2,10,BIHAR,203,KISHANGANJ,IGNOAPS,67016,1671,548,62283,2514,54293,57100,2024-07-30
2023-2024,2,10,BIHAR,205,MADHEPURA,IGNOAPS,65276,6807,678,55616,2175,49363,54047,2024-07-30
2023-2024,2,10,BIHAR,217,SAMASTIPUR,IGNOAPS,119892,29314,441,87167,2970,94674,103204,2024-07-30
2023-2024,2,10,BIHAR,223,SUPAUL,IGNOAPS,73036,8568,384,44447,19637,52779,63830,2024-07-30
2023-2024,2,10,BIHAR,611,ARWAL,IGNOAPS,27183,2731,69,23753,630,18089,21564,2024-07-30
2023-2024,2,11,SIKKIM,225,EAST DISTRICT,IGNOAPS,6686,0,1,0,6685,1,2702,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,229,CHANGLANG,IGNOAPS,2469,0,2469,0,0,1761,2268,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,230,UPPER DIBANG VALLEY,IGNOAPS,242,0,242,0,0,160,0,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,IGNOAPS,1909,0,1909,0,0,860,0,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNOAPS,1470,0,1470,0,0,1130,167,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,628,ANJAW,IGNOAPS,986,0,985,1,0,650,0,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNOAPS,1458,0,1458,0,0,836,0,2024-07-30
