fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,7,16,TRIPURA,655,UNAKOTI,IGNOAPS,11238,1247,2153,6072,1766,6437,9,2024-07-30
2023-2024,7,18,ASSAM,286,DIBRUGARH,IGNOAPS,22302,227,432,19906,1737,13557,16655,2024-07-30
2023-2024,7,18,ASSAM,291,KAMRUP,IGNOAPS,43832,2156,2947,36582,2147,31997,22374,2024-07-30
2023-2024,7,18,ASSAM,299,DIMA HASAO,IGNOAPS,3628,26,2954,601,47,2865,3628,2024-07-30
2023-2024,7,18,ASSAM,300,SIVASAGAR,IGNOAPS,17623,908,575,7753,8387,13465,14329,2024-07-30
2023-2024,7,18,ASSAM,301,SONITPUR,IGNOAPS,21810,462,673,19119,1556,13599,12176,2024-07-30
2023-2024,7,19,WEST BENGAL,308,COOCHBEHAR,IGNOAPS,45126,22693,272,21914,244,43818,44859,2024-07-30
2023-2024,7,19,WEST BENGAL,309,DARJEELING,IGNOAPS,13674,3446,2684,7227,317,12592,8299,2024-07-30
2023-2024,7,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNOAPS,5305,2405,730,2164,4,5079,5170,2024-07-30
2023-2024,7,2,HIMACHAL PRADESH,18,KANGRA,IGNOAPS,22594,5886,1298,9070,6340,7918,0,2024-07-30
2023-2024,7,2,HIMACHAL PRADESH,24,SIRMAUR,IGNOAPS,4767,1611,75,2595,486,1520,0,2024-07-30
2023-2024,7,20,JHARKHAND,329,GIRIDIH,IGNOAPS,59439,7152,3919,16192,32176,58123,27879,2024-07-30
2023-2024,7,20,JHARKHAND,336,LOHARDAGA,IGNOAPS,9993,485,4049,4068,1391,9748,1134,2024-07-30
2023-2024,7,21,ODISHA,345,BOLANGIR,IGNOAPS,69905,7268,6269,35891,20477,69888,31044,2024-07-30
2023-2024,7,21,ODISHA,349,BOUDH,IGNOAPS,13958,1507,601,9285,2565,13550,4653,2024-07-30
2023-2024,7,21,ODISHA,353,GAJAPATI,IGNOAPS,15338,803,7681,3822,3032,15077,11477,2024-07-30
2023-2024,7,21,ODISHA,358,KALAHANDI,IGNOAPS,53101,8021,10010,16580,18490,51662,26447,2024-07-30
2023-2024,7,21,ODISHA,363,KORAPUT,IGNOAPS,65029,8906,34108,16927,5088,63011,31899,2024-07-30
2023-2024,7,21,ODISHA,366,NABARANGAPUR,IGNOAPS,49838,7086,18025,18187,6540,48507,13257,2024-07-30
2023-2024,7,21,ODISHA,373,SUNDARGARH,IGNOAPS,56755,4492,25009,23625,3629,54652,41437,2024-07-30
2023-2024,7,22,CHHATTISGARH,376,DANTEWADA,IGNOAPS,6073,252,3924,1141,756,5482,2553,2024-07-30
2023-2024,7,22,CHHATTISGARH,384,KOREA,IGNOAPS,6057,638,2571,427,2421,5976,2623,2024-07-30
2023-2024,7,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,29373,1390,6625,18308,3050,28042,5956,2024-07-30
2023-2024,7,22,CHHATTISGARH,644,BALODABAZAR,IGNOAPS,23986,3969,2555,6164,11298,23076,8192,2024-07-30
2023-2024,7,22,CHHATTISGARH,647,MUNGELI,IGNOAPS,27193,5339,1515,10245,10094,26373,5753,2024-07-30
2023-2024,7,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,18328,525,7198,8060,2545,16660,11175,2024-07-30
2023-2024,7,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNOAPS,5167,340,2394,1113,1320,5051,1950,2024-07-30
2023-2024,7,22,CHHATTISGARH,762,SAKTI,IGNOAPS,26639,4955,1864,12035,7785,25230,6554,2024-07-30
2023-2024,7,23,MADHYA PRADESH,390,ANUPPUR,IGNOAPS,24354,2799,12206,1748,7601,12229,10205,2024-07-30
2023-2024,7,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNOAPS,28059,8597,3603,2781,13078,11334,11717,2024-07-30
2023-2024,7,23,MADHYA PRADESH,393,BARWANI,IGNOAPS,63751,4683,45870,1582,11616,23348,20807,2024-07-30
2023-2024,7,23,MADHYA PRADESH,405,KHANDWA,IGNOAPS,52343,9550,19072,5269,18452,19331,17438,2024-07-30
2023-2024,7,23,MADHYA PRADESH,413,KATNI,IGNOAPS,54789,8475,15319,5992,25003,25888,25248,2024-07-30
2023-2024,7,23,MADHYA PRADESH,414,KHARGONE,IGNOAPS,68624,14489,21643,5716,26776,31865,28829,2024-07-30
2023-2024,7,23,MADHYA PRADESH,418,NARSINGHPUR,IGNOAPS,70294,15773,10263,7219,37039,31627,25113,2024-07-30
2023-2024,7,23,MADHYA PRADESH,420,PANNA,IGNOAPS,76041,18600,11190,14934,31317,50962,34549,2024-07-30
2023-2024,7,23,MADHYA PRADESH,422,RAJGARH,IGNOAPS,126940,27897,4171,10400,84472,62270,37037,2024-07-30
2023-2024,7,23,MADHYA PRADESH,423,RATLAM,IGNOAPS,55698,11120,22077,6686,15815,38161,20905,2024-07-30
2023-2024,7,23,MADHYA PRADESH,427,SEHORE,IGNOAPS,67391,20712,7275,7385,32019,31556,19501,2024-07-30
2023-2024,7,23,MADHYA PRADESH,434,TIKAMGARH,IGNOAPS,70518,21188,3833,6087,39410,46843,36811,2024-07-30
2023-2024,7,23,MADHYA PRADESH,639,ALIRAJPUR,IGNOAPS,16530,647,15495,101,287,7044,6497,2024-07-30
2023-2024,7,24,GUJARAT,449,KACHCHH,IGNOAPS,15948,2161,132,8001,5624,15055,7869,2024-07-30
2023-2024,7,24,GUJARAT,450,KHEDA,IGNOAPS,48374,1154,187,38759,8227,44016,9122,2024-07-30
2023-2024,7,24,GUJARAT,462,VALSAD,IGNOAPS,42113,815,35630,4496,1171,41151,28617,2024-07-30
2023-2024,7,24,GUJARAT,668,CHHOTA UDEPUR,IGNOAPS,31329,1166,26341,2918,903,26076,7022,2024-07-30
2023-2024,7,24,GUJARAT,672,ARVALLI,IGNOAPS,18469,1789,3589,3342,9749,18295,5203,2024-07-30
2023-2024,7,27,MAHARASHTRA,468,AMRAVATI,IGNOAPS,59865,2741,4555,51502,1067,36937,6505,2024-07-30
2023-2024,7,27,MAHARASHTRA,469,AURANGABAD,IGNOAPS,38560,46,18,38474,22,34315,9897,2024-07-30
2023-2024,7,27,MAHARASHTRA,470,BEED,IGNOAPS,21659,725,14,20168,752,17264,118,2024-07-30
2023-2024,7,27,MAHARASHTRA,478,JALGAON,IGNOAPS,85648,2167,1282,77039,5160,79147,18295,2024-07-30
2023-2024,7,27,MAHARASHTRA,487,NASHIK,IGNOAPS,63650,3410,26291,29958,3991,52920,5530,2024-07-30
2023-2024,7,27,MAHARASHTRA,492,RATNAGIRI,IGNOAPS,7578,368,44,3065,3850,7489,2948,2024-07-30
2023-2024,7,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,27565,2060,292,22842,2371,21483,3373,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,502,ANANTAPUR,IGNOAPS,140721,15762,5485,54609,64865,100643,88419,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,504,CUDDAPAH,IGNOAPS,66847,8370,1710,36734,20033,42331,39337,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,506,GUNTUR,IGNOAPS,97930,15269,5745,53654,23262,64195,61613,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,510,KRISHNA,IGNOAPS,71932,13523,3049,35345,20015,45331,42994,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,515,SPSR NELLORE,IGNOAPS,53927,10739,6006,21260,15922,33095,33895,2024-07-30
2023-2024,7,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNOAPS,104989,5231,3964,28782,67012,71471,64632,2024-07-30
2023-2024,7,29,KARNATAKA,530,BIJAPUR,IGNOAPS,17885,1947,81,2650,13207,16944,10751,2024-07-30
2023-2024,7,29,KARNATAKA,537,GADAG,IGNOAPS,14789,856,479,3770,9684,14043,10159,2024-07-30
2023-2024,7,29,KARNATAKA,540,HAVERI,IGNOAPS,17650,1063,891,3918,11778,16692,13586,2024-07-30
2023-2024,7,29,KARNATAKA,541,KODAGU,IGNOAPS,9678,674,267,2623,6114,8950,5832,2024-07-30
2023-2024,7,29,KARNATAKA,543,KOPPAL,IGNOAPS,25371,1539,1532,4329,17971,24568,18601,2024-07-30
2023-2024,7,29,KARNATAKA,545,MYSORE,IGNOAPS,54892,5005,2670,21962,25255,47911,27024,2024-07-30
2023-2024,7,29,KARNATAKA,548,TUMKUR,IGNOAPS,41855,3386,1522,17186,19761,41027,35497,2024-07-30
2023-2024,7,29,KARNATAKA,550,UTTARA KANNADA,IGNOAPS,13119,800,276,717,11326,12879,10048,2024-07-30
2023-2024,7,29,KARNATAKA,635,YADGIR,IGNOAPS,683,60,45,48,530,669,7,2024-07-30
2023-2024,7,3,PUNJAB,28,BATHINDA,IGNOAPS,4689,1092,0,3590,7,3037,3631,2024-07-30
2023-2024,7,3,PUNJAB,30,FATEHGARH SAHIB,IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2023-2024,7,3,PUNJAB,608,SAS NAGAR,IGNOAPS,2014,6,0,2005,3,712,1985,2024-07-30
2023-2024,7,3,PUNJAB,651,FAZILKA,IGNOAPS,3798,206,0,3582,10,1791,2945,2024-07-30
2023-2024,7,32,KERALA,559,KOLLAM,IGNOAPS,34362,1971,241,32150,0,6356,5991,2024-07-30
2023-2024,7,32,KERALA,561,KOZHIKODE,IGNOAPS,26723,1115,204,25404,0,8110,9296,2024-07-30
2023-2024,7,33,TAMIL NADU,574,KANCHEEPURAM,IGNOAPS,49131,14478,463,26857,7333,28572,47039,2024-07-30
2023-2024,7,33,TAMIL NADU,578,MADURAI,IGNOAPS,44661,3427,0,19828,21406,26610,18422,2024-07-30
2023-2024,7,33,TAMIL NADU,580,NAMAKKAL,IGNOAPS,42952,10406,943,181,31422,35934,38085,2024-07-30
2023-2024,7,33,TAMIL NADU,591,THIRUCHIRAPPALLI,IGNOAPS,30688,5731,266,309,24382,29320,28835,2024-07-30
2023-2024,7,33,TAMIL NADU,595,VELLORE,IGNOAPS,133658,29301,2963,30384,71010,57240,129177,2024-07-30
2023-2024,7,36,TELANGANA,514,NALGONDA,IGNOAPS,33525,6412,3676,2415,21022,30981,26040,2024-07-30
2023-2024,7,36,TELANGANA,518,RANGAREDDI,IGNOAPS,22194,4025,1056,2285,14828,21501,19096,2024-07-30
2023-2024,7,36,TELANGANA,680,NIRMAL,IGNOAPS,16439,2944,1799,1201,10495,13726,15303,2024-07-30
2023-2024,7,36,TELANGANA,688,MAHABUBABAD,IGNOAPS,14290,2010,5277,667,6336,11712,12977,2024-07-30
2023-2024,7,36,TELANGANA,696,SURYAPET,IGNOAPS,23235,4579,2965,1394,14297,21943,17734,2024-07-30
2023-2024,7,37,LADAKH,9,LEH LADAKH,IGNOAPS,2094,0,2094,0,0,1049,60,2024-07-30
2023-2024,7,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,464,DIU,IGNOAPS,1051,33,7,88,923,257,1,2024-07-30
2023-2024,7,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNOAPS,9646,529,8683,5,429,34,2,2024-07-30
2023-2024,7,5,UTTARAKHAND,54,RUDRA PRAYAG,IGNOAPS,7078,1536,0,5527,15,2871,2310,2024-07-30
2023-2024,7,6,HARYANA,58,AMBALA,IGNOAPS,13527,4401,0,5289,3837,10014,7712,2024-07-30
2023-2024,7,6,HARYANA,68,KURUKSHETRA,IGNOAPS,11079,2926,0,3990,4163,8558,8025,2024-07-30
2023-2024,7,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14235,2355,0,6255,5625,8781,7604,2024-07-30
2023-2024,7,6,HARYANA,71,PANIPAT,IGNOAPS,11583,2052,0,6054,3477,8013,5466,2024-07-30
2023-2024,7,6,HARYANA,72,REWARI,IGNOAPS,8948,1977,0,3398,3573,6024,4322,2024-07-30
2023-2024,7,6,HARYANA,76,YAMUNANAGAR,IGNOAPS,16945,3381,0,8924,4640,11286,8333,2024-07-30
2023-2024,7,7,DELHI,78,EAST,IGNOAPS,10321,0,0,10321,0,10319,4072,2024-07-30
2023-2024,7,7,DELHI,83,SOUTH,IGNOAPS,10519,1,0,10518,0,10507,2375,2024-07-30
2023-2024,7,7,DELHI,85,WEST,IGNOAPS,12832,0,0,12832,0,12820,2980,2024-07-30
2023-2024,7,8,RAJASTHAN,103,JAISALMER,IGNOAPS,8883,1506,541,2453,4383,7541,7519,2024-07-30
2023-2024,7,8,RAJASTHAN,111,PALI,IGNOAPS,20113,5656,3807,1650,9000,16657,17209,2024-07-30
2023-2024,7,8,RAJASTHAN,629,PRATAPGARH,IGNOAPS,29346,2022,23258,1264,2802,26689,26702,2024-07-30
2023-2024,7,8,RAJASTHAN,86,AJMER,IGNOAPS,15316,3374,801,2923,8218,12301,12805,2024-07-30
2023-2024,7,8,RAJASTHAN,90,BARMER,IGNOAPS,51470,10013,4095,9631,27731,44884,45213,2024-07-30
2023-2024,7,8,RAJASTHAN,93,BIKANER,IGNOAPS,25738,6721,86,7810,11121,21860,23396,2024-07-30
2023-2024,7,8,RAJASTHAN,95,CHITTORGARH,IGNOAPS,21838,5878,5576,2539,7845,16351,17289,2024-07-30
2023-2024,7,8,RAJASTHAN,96,CHURU,IGNOAPS,33467,10039,180,6588,16660,27831,28594,2024-07-30
2023-2024,7,9,UTTAR PRADESH,121,AMBEDKAR NAGAR,IGNOAPS,157394,41066,102,26082,89973,109387,97791,2024-07-30
2023-2024,7,9,UTTAR PRADESH,125,BAHRAICH,IGNOAPS,114136,16279,258,26056,71497,66962,57632,2024-07-30
2023-2024,7,9,UTTAR PRADESH,133,BUDAUN,IGNOAPS,100214,20990,66,16559,62435,62113,45930,2024-07-30
2023-2024,7,9,UTTAR PRADESH,134,BULANDSHAHR,IGNOAPS,57978,15498,23,12237,30179,33374,28028,2024-07-30
2023-2024,7,9,UTTAR PRADESH,144,GAUTAM BUDDHA NAGAR,IGNOAPS,43367,11934,58,11690,19655,13487,9203,2024-07-30
2023-2024,7,9,UTTAR PRADESH,146,GHAZIPUR,IGNOAPS,127054,37738,926,14178,74175,80511,67764,2024-07-30
2023-2024,7,9,UTTAR PRADESH,149,HAMIRPUR,IGNOAPS,56082,17339,11,7664,31042,34912,29541,2024-07-30
2023-2024,7,9,UTTAR PRADESH,153,JHANSI,IGNOAPS,79884,29934,30,7511,42340,48302,37793,2024-07-30
2023-2024,7,9,UTTAR PRADESH,154,JYOTIBA PHOOLE NAGAR,IGNOAPS,59173,18758,24,15661,24583,24284,15601,2024-07-30
2023-2024,7,9,UTTAR PRADESH,162,LUCKNOW,IGNOAPS,123704,58539,562,25609,38861,58465,42489,2024-07-30
2023-2024,7,9,UTTAR PRADESH,165,MAHOBA,IGNOAPS,38515,13472,132,5507,19342,22331,13936,2024-07-30
2023-2024,9,1,JAMMU AND KASHMIR,1,ANANTNAG,IGNOAPS,8165,42,310,7699,114,6143,1223,2024-07-30
2023-2024,9,1,JAMMU AND KASHMIR,11,PULWAMA,IGNOAPS,5029,1,225,4398,405,4945,2787,2024-07-30
2023-2024,9,1,JAMMU AND KASHMIR,622,KULGAM,IGNOAPS,4537,67,95,3983,392,1527,0,2024-07-30
2023-2024,9,1,JAMMU AND KASHMIR,624,SAMBA,IGNOAPS,3347,1484,92,1632,139,2277,81,2024-07-30
2023-2024,9,10,BIHAR,195,DARBHANGA,IGNOAPS,150531,21839,500,103212,24980,96425,126054,2024-07-30
2023-2024,9,10,BIHAR,199,JEHANABAD,IGNOAPS,34720,4330,1810,10949,17631,28423,26698,2024-07-30
2023-2024,9,10,BIHAR,200,KAIMUR (BHABUA),IGNOAPS,60169,14603,2258,31592,11716,38240,50931,2024-07-30
2023-2024,9,10,BIHAR,205,MADHEPURA,IGNOAPS,65276,6807,678,55616,2175,49363,54047,2024-07-30
2023-2024,9,10,BIHAR,213,PURBI CHAMPARAN,IGNOAPS,173824,26182,1587,137793,8262,113586,123924,2024-07-30
2023-2024,9,10,BIHAR,222,SIWAN,IGNOAPS,98177,22994,5319,39740,30124,71930,82855,2024-07-30
2023-2024,9,11,SIKKIM,227,SOUTH DISTRICT,IGNOAPS,4377,194,1297,1368,1518,0,2754,2024-07-30
2023-2024,9,12,ARUNACHAL PRADESH,230,UPPER DIBANG VALLEY,IGNOAPS,242,0,242,0,0,160,0,2024-07-30
2023-2024,9,12,ARUNACHAL PRADESH,679,SIANG,IGNOAPS,888,0,888,0,0,356,0,2024-07-30
2023-2024,9,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNOAPS,317,0,317,0,0,74,0,2024-07-30
2023-2024,9,13,NAGALAND,247,MON,IGNOAPS,6594,15,6579,0,0,10,0,2024-07-30
2023-2024,9,13,NAGALAND,249,TUENSANG,IGNOAPS,5999,10,1810,4164,15,1,0,2024-07-30
2023-2024,9,13,NAGALAND,250,WOKHA,IGNOAPS,5839,16,5823,0,0,0,0,2024-07-30
2023-2024,9,14,MANIPUR,252,BISHNUPUR,IGNOAPS,5688,573,26,4865,224,4303,3,2024-07-30
2023-2024,9,14,MANIPUR,257,SENAPATI,IGNOAPS,8014,0,7505,508,1,3754,1,2024-07-30
2023-2024,9,15,MIZORAM,262,CHAMPHAI,IGNOAPS,2046,2,2025,19,0,1700,1818,2024-07-30
2023-2024,9,15,MIZORAM,265,LUNGLEI,IGNOAPS,4518,39,4269,209,1,2631,2645,2024-07-30
2023-2024,9,15,MIZORAM,267,SAIHA,IGNOAPS,1170,1,1051,117,1,676,798,2024-07-30
2023-2024,9,15,MIZORAM,727,SAITUAL,IGNOAPS,652,1,651,0,0,605,650,2024-07-30
2023-2024,9,15,MIZORAM,728,KHAWZAWL,IGNOAPS,741,2,738,1,0,579,679,2024-07-30
2023-2024,9,16,TRIPURA,272,WEST TRIPURA,IGNOAPS,22513,2850,7993,8766,2904,12960,169,2024-07-30
2023-2024,9,17,MEGHALAYA,274,EAST KHASI HILLS,IGNOAPS,8204,65,7757,349,33,3944,1571,2024-07-30
2023-2024,9,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNOAPS,2426,4,1375,1024,13,1544,437,2024-07-30
2023-2024,9,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNOAPS,2874,51,2754,65,4,1894,570,2024-07-30
2023-2024,9,18,ASSAM,281,BONGAIGAON,IGNOAPS,14883,660,108,12320,1795,12299,12010,2024-07-30
2023-2024,9,18,ASSAM,291,KAMRUP,IGNOAPS,43763,2150,2943,36529,2141,32056,22407,2024-07-30
2023-2024,9,18,ASSAM,299,DIMA HASAO,IGNOAPS,3627,26,2953,601,47,2865,3627,2024-07-30
2023-2024,9,18,ASSAM,706,MAJULI,IGNOAPS,5889,700,1758,2798,633,5666,5792,2024-07-30
2023-2024,9,19,WEST BENGAL,317,PURBA MEDINIPUR,IGNOAPS,47676,7607,524,39012,525,46819,42861,2024-07-30
2023-2024,9,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNOAPS,57534,13871,6898,36253,510,56294,54659,2024-07-30
2023-2024,9,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNOAPS,5994,2733,857,2393,4,5767,5877,2024-07-30
2023-2024,9,2,HIMACHAL PRADESH,18,KANGRA,IGNOAPS,22594,5886,1298,9070,6340,7918,0,2024-07-30
2023-2024,9,2,HIMACHAL PRADESH,22,MANDI,IGNOAPS,9887,2127,183,6745,832,3059,0,2024-07-30
2023-2024,9,20,JHARKHAND,323,CHATRA,IGNOAPS,30193,7667,512,6940,15074,29901,22923,2024-07-30
2023-2024,9,20,JHARKHAND,330,GODDA,IGNOAPS,57154,4847,7611,12118,32578,55198,9397,2024-07-30
2023-2024,9,20,JHARKHAND,335,LATEHAR,IGNOAPS,31567,5440,14138,3727,8262,31564,21245,2024-07-30
2023-2024,9,20,JHARKHAND,339,RANCHI,IGNOAPS,55691,4734,25945,11459,13553,54515,22254,2024-07-30
2023-2024,9,20,JHARKHAND,606,KHUNTI,IGNOAPS,21787,1302,14786,3256,2443,21663,5648,2024-07-30
2023-2024,9,20,JHARKHAND,607,RAMGARH,IGNOAPS,20166,2222,4506,1721,11717,20064,19854,2024-07-30
2023-2024,9,21,ODISHA,352,DHENKANAL,IGNOAPS,43018,4773,1940,28801,7504,43018,24668,2024-07-30
2023-2024,9,21,ODISHA,355,JAGATSINGHAPUR,IGNOAPS,41906,5704,56,26676,9470,40678,17206,2024-07-30
2023-2024,9,21,ODISHA,356,JAJPUR,IGNOAPS,60805,6972,850,39894,13089,60666,22132,2024-07-30
2023-2024,9,21,ODISHA,370,RAYAGADA,IGNOAPS,48059,5464,22671,15467,4457,45311,15644,2024-07-30
2023-2024,9,21,ODISHA,373,SUNDARGARH,IGNOAPS,56889,4513,25112,23587,3677,54832,42266,2024-07-30
2023-2024,9,22,CHHATTISGARH,378,DURG,IGNOAPS,31559,1439,914,19072,10134,29477,18262,2024-07-30
2023-2024,9,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNOAPS,24759,4242,1411,9498,9608,22229,1903,2024-07-30
2023-2024,9,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,36311,2264,842,21258,11947,30199,18847,2024-07-30
2023-2024,9,22,CHHATTISGARH,648,SURAJPUR,IGNOAPS,17240,1075,5547,5304,5314,15952,5745,2024-07-30
2023-2024,9,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,18273,522,7167,8049,2535,16638,12618,2024-07-30
2023-2024,9,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNOAPS,8395,595,3699,2435,1666,8198,2887,2024-07-30
2023-2024,9,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNOAPS,28059,8597,3603,2781,13078,11334,11717,2024-07-30
2023-2024,9,23,MADHYA PRADESH,394,BETUL,IGNOAPS,61341,7767,23038,2996,27540,30659,30053,2024-07-30
2023-2024,9,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,37096,7621,1703,12446,15326,11936,7756,2024-07-30
2023-2024,9,23,MADHYA PRADESH,400,DAMOH,IGNOAPS,63709,16577,8029,6888,32215,45256,30650,2024-07-30
2023-2024,9,23,MADHYA PRADESH,401,DATIA,IGNOAPS,22467,8940,614,1821,11092,16076,9955,2024-07-30
2023-2024,9,23,MADHYA PRADESH,405,KHANDWA,IGNOAPS,52343,9550,19072,5269,18452,19331,17438,2024-07-30
2023-2024,9,23,MADHYA PRADESH,423,RATLAM,IGNOAPS,55698,11120,22077,6686,15815,38161,20905,2024-07-30
2023-2024,9,23,MADHYA PRADESH,427,SEHORE,IGNOAPS,67391,20712,7275,7385,32019,31556,19501,2024-07-30
2023-2024,9,23,MADHYA PRADESH,428,SEONI,IGNOAPS,53052,5962,20684,4400,22006,27338,20680,2024-07-30
2023-2024,9,23,MADHYA PRADESH,434,TIKAMGARH,IGNOAPS,70518,21188,3833,6087,39410,46843,36811,2024-07-30
2023-2024,9,23,MADHYA PRADESH,638,SINGRAULI,IGNOAPS,65659,8584,24129,4858,28088,22098,30093,2024-07-30
2023-2024,9,24,GUJARAT,439,AMRELI,IGNOAPS,24765,3387,258,5846,15272,24216,12965,2024-07-30
2023-2024,9,24,GUJARAT,444,DANG,IGNOAPS,8721,37,7556,1037,91,8615,3122,2024-07-30
2023-2024,9,24,GUJARAT,451,MAHESANA,IGNOAPS,16720,2037,503,8886,5287,14995,6957,2024-07-30
2023-2024,9,24,GUJARAT,457,RAJKOT,IGNOAPS,29928,3601,1029,13014,12247,29799,27247,2024-07-30
2023-2024,9,24,GUJARAT,461,VADODARA,IGNOAPS,32921,1515,2081,27502,1776,32108,10672,2024-07-30
2023-2024,9,24,GUJARAT,462,VALSAD,IGNOAPS,41974,827,35439,4515,1192,41041,32697,2024-07-30
2023-2024,9,24,GUJARAT,675,GIR SOMNATH,IGNOAPS,10772,908,105,7444,2283,9996,5166,2024-07-30
2023-2024,9,27,MAHARASHTRA,466,AHMEDNAGAR,IGNOAPS,36859,1636,605,33513,1105,32134,26538,2024-07-30
2023-2024,9,27,MAHARASHTRA,478,JALGAON,IGNOAPS,85655,2212,1297,77022,5124,79621,32153,2024-07-30
2023-2024,9,27,MAHARASHTRA,482,MUMBAI,IGNOAPS,158,15,0,128,15,156,65,2024-07-30
2023-2024,9,27,MAHARASHTRA,486,NANDURBAR,IGNOAPS,44807,1425,29718,11154,2510,42333,6611,2024-07-30
2023-2024,9,27,MAHARASHTRA,491,RAIGAD,IGNOAPS,6806,392,1312,3192,1910,6687,1328,2024-07-30
2023-2024,9,28,ANDHRA PRADESH,504,CUDDAPAH,IGNOAPS,66848,8370,1710,36735,20033,42332,39337,2024-07-30
2023-2024,9,29,KARNATAKA,524,BAGALKOTE,IGNOAPS,20886,1616,535,4420,14315,17520,11384,2024-07-30
2023-2024,9,29,KARNATAKA,525,BENGALURU URBAN,IGNOAPS,5694,849,44,2219,2582,4527,1853,2024-07-30
2023-2024,9,29,KARNATAKA,534,DAKSHINA KANNADA,IGNOAPS,16196,747,586,325,14538,15518,10112,2024-07-30
2023-2024,9,29,KARNATAKA,538,GULBARGA,IGNOAPS,23687,2948,154,2759,17826,21765,16025,2024-07-30
2023-2024,9,29,KARNATAKA,541,KODAGU,IGNOAPS,8135,631,257,1759,5488,7723,5832,2024-07-30
2023-2024,9,29,KARNATAKA,542,KOLAR,IGNOAPS,16323,1859,457,6328,7679,15372,12159,2024-07-30
2023-2024,9,29,KARNATAKA,630,CHIKKABALLAPURA,IGNOAPS,27915,3899,2362,6110,15544,26507,20834,2024-07-30
2023-2024,9,29,KARNATAKA,631,RAMANAGARA,IGNOAPS,33767,2916,304,10417,20130,32466,27230,2024-07-30
2023-2024,9,29,KARNATAKA,635,YADGIR,IGNOAPS,683,60,45,48,530,669,7,2024-07-30
2023-2024,9,3,PUNJAB,30,FATEHGARH SAHIB,IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2023-2024,9,3,PUNJAB,31,FIROZEPUR,IGNOAPS,9021,998,12,7949,62,4065,8349,2024-07-30
2023-2024,9,3,PUNJAB,34,JALANDHAR,IGNOAPS,2207,14,0,2193,0,972,1747,2024-07-30
2023-2024,9,3,PUNJAB,35,KAPURTHALA,IGNOAPS,1253,24,1,1226,2,704,1158,2024-07-30
2023-2024,9,3,PUNJAB,37,MANSA,IGNOAPS,6981,318,1,6562,100,4485,6785,2024-07-30
2023-2024,9,3,PUNJAB,39,MUKTSAR,IGNOAPS,2759,239,0,2518,2,2194,2758,2024-07-30
2023-2024,9,31,LAKSHADWEEP,553,LAKSHADWEEP DISTRICT,IGNOAPS,120,0,96,23,1,118,1,2024-07-30
2023-2024,9,33,TAMIL NADU,571,DHARMAPURI,IGNOAPS,31871,5144,983,14537,11207,28600,24400,2024-07-30
2023-2024,9,33,TAMIL NADU,577,KRISHNAGIRI,IGNOAPS,18104,1848,215,309,15732,8196,16159,2024-07-30
2023-2024,9,33,TAMIL NADU,581,PERAMBALUR,IGNOAPS,14311,5121,6,177,9007,13696,14283,2024-07-30
2023-2024,9,33,TAMIL NADU,584,SALEM,IGNOAPS,57564,15419,1423,15704,25018,50952,33886,2024-07-30
2023-2024,9,33,TAMIL NADU,585,SIVAGANGAI,IGNOAPS,25847,3839,0,7241,14767,21781,25222,2024-07-30
2023-2024,6,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2023-2024,6,23,MADHYA PRADESH,400,DAMOH,IGNOAPS,63709,16577,8029,6888,32215,45256,30650,2024-07-30
